14.5	37.02
15.94	40.79
9.17	41.13
15.23	37.26
15.23	37.97
13.75	37.75
16.6	40.91
13.6	43.55
12.42	43.56
11.23	46.48
15.54	41.76
13.29	42.77
13.41	42.35
11.92	43.77
11.84	43.65
11.48	42.85
12.77	42.58
12.94	43.5
13.59	42.85
11.9	45.8
11.79	43.8
12.65	43.06
12.66	43.04
12.55	43.48
12.27	43.57
12.64	43.19
12.57	43.37
12.41	43.32
12.19	43.45
12.27	43.33
15.46	38.16
12.46	43.48
12.4	43.45
12.26	43.55
12.69	43.42
12.35	43.2
12.29	43.28
12.41	43.38
12.24	43.51
10.47	45.82
12.05	42.25
10.6	44.06
15.13	41.2
12.47	44.14
9.45	44.77
10.38	46.47
11.37	43.93
10.32	45.54
10.31	45.55
10.48	45.11
11.73	46.7
11.77	44.22
10.37	46.48
12.08	44.28
14.59	41.55
15.38	40.08
9.04	40.51
14.14	40.82
13.76	43.19
10.13	45.46
15.24	41.03
11.97	43.33
14.09	40.84
14.35	42.23
15.51	40.56
14.5	37.62
13.41	42.54
15.82	41.16
9.93	45.64
16.21	39.25
16.22	39.25
10.87	42.79
11.0	44.87
12.76	37.68
14.08	40.81
12.23	43.46
15.3	40.49
10.21	42.75
16.51	39.4
14.02	41.6
12.98	41.95
12.9	43.0
12.59	42.61
15.95	39.53
14.09	40.83
9.3	39.37
14.91	41.65
13.67	43.31
13.2	43.38
13.96	37.16
13.82	37.46
14.09	40.78
11.81	44.58
15.3	40.32
14.18	40.84
10.22	45.61
14.16	40.8
14.14	40.82
13.0	43.63
13.3	37.89
12.32	43.8
14.15	40.83
14.12	40.82
14.16	37.41
16.44	40.38
11.95	43.62
13.0	37.8
13.06	43.21
10.98	43.8
12.01	45.84
14.53	36.83
12.88	43.77
14.42	40.82
14.14	40.83
14.06	37.94
11.29	43.47
14.14	40.83
13.2	43.09
15.02	40.86
14.15	40.83
11.65	46.05
9.76	45.28
9.61	40.32
7.25	44.5
15.09	37.78
14.91	37.69
15.0	37.77
14.71	37.6
14.99	37.74
15.12	37.88
14.9	37.73
15.21	37.79
13.1	43.33
15.03	37.79
15.09	37.74
15.0	37.72
15.03	37.82
14.97	37.68
14.95	37.82
15.02	37.63
15.02	37.77
15.06	37.81
15.19	37.67
14.86	37.82
10.41	44.42
12.59	38.04
15.13	37.76
14.82	37.75
14.97	37.69
14.88	37.62
15.03	37.69
14.95	37.77
9.13	45.2
15.14	37.69
11.88	44.29
13.58	42.27
13.02	43.84
13.67	37.27
12.81	43.77
13.09	43.04
13.05	42.96
16.13	38.45
11.54	44.9
15.16	41.8
15.52	41.13
15.27	41.28
15.95	41.71
13.12	42.27
11.26	43.77
11.49	44.64
12.93	43.19
11.12	44.17
12.76	43.29
12.36	46.02
12.31	46.01
14.67	41.97
12.73	43.52
11.16	43.21
12.78	43.69
12.78	46.6
13.07	43.24
14.57	37.71
14.91	41.51
12.89	42.69
14.03	37.99
13.57	42.45
15.11	37.57
13.25	41.56
16.21	38.98
15.83	38.17
13.14	46.28
10.98	43.15
16.42	38.82
15.85	39.74
9.89	43.43
10.59	44.35
13.31	41.79
13.34	43.06
15.16	37.29
15.12	36.96
14.49	37.13
15.03	37.28
14.87	37.35
14.78	36.96
15.04	36.71
15.22	37.09
14.52	36.99
14.72	37.18
14.36	38.53
13.92	40.71
13.9	40.74
14.58	38.56
13.86	40.71
14.95	38.45
11.74	44.36
13.88	40.72
13.9	42.01
13.9	40.75
13.94	40.75
14.9	36.78
15.23	38.8
15.19	38.79
14.96	38.41
14.96	38.4
13.87	40.76
14.95	38.4
14.98	38.38
14.99	38.4
15.89	38.61
16.98	39.28
12.96	41.49
11.8	42.61
12.7	41.68
10.12	45.46
12.35	37.99
13.56	41.5
12.86	35.87
11.71	44.08
13.04	42.6
12.63	35.52
14.18	42.05
13.59	41.65
16.82	40.6
12.66	41.77
14.5	41.26
10.51	46.05
10.63	45.78
10.66	43.27
15.4	38.05
11.13	42.43
13.43	37.95
12.56	37.75
10.86	45.7
12.95	37.95
13.19	42.91
15.8	40.32
13.81	41.49
12.63	43.81
11.68	42.78
14.73	38.12
15.17	40.78
15.23	38.06
13.61	37.62
13.14	43.19
9.72	45.77
14.36	37.93
14.59	38.03
15.84	38.33
16.36	38.59
15.9	38.12
14.81	38.08
15.76	37.95
16.2	38.3
15.07	38.63
14.9	38.17
15.13	41.71
9.43	45.71
17.85	40.59
14.83	37.11
13.46	42.99
12.92	37.79
12.11	42.91
15.55	40.14
14.25	41.64
16.44	40.6
9.23	45.48
15.23	38.27
11.13	45.08
12.98	37.66
12.97	43.11
15.25	37.94
15.99	39.89
13.33	42.9
13.0	43.44
14.7	37.93
12.68	42.39
13.47	43.14
13.6	43.06
10.79	45.15
11.18	44.0
15.16	41.37
10.95	44.63
13.88	41.15
12.57	42.8
7.93	45.07
12.76	43.63
16.01	37.95
13.36	38.16
15.35	38.15
11.09	43.96
14.97	41.12
15.7	38.16
7.06	45.77
15.49	40.76
16.2	41.06
15.91	41.71
15.79	38.23
14.59	38.03
15.51	38.26
9.52	44.32
12.74	42.02
11.0	44.03
12.76	37.89
13.01	43.26
15.0	40.92
13.4	42.76
11.42	44.31
15.75	40.27
15.7	38.0
14.87	38.04
12.52	43.26
12.58	43.61
10.9	44.89
10.32	44.58
17.06	40.79
15.14	38.03
10.72	44.8
13.11	42.83
13.69	42.94
11.17	45.31
16.45	40.05
7.98	45.63
9.93	45.41
9.11	40.82
11.25	43.52
14.4	40.83
15.96	40.94
12.0	36.81
14.57	41.03
12.24	43.65
9.72	45.04
13.53	43.61
12.5	43.7
12.84	43.94
14.11	37.83
13.19	43.14
12.54	43.54
14.18	41.2
10.52	43.72
12.98	43.18
16.82	39.49
16.44	38.45
14.14	37.99
9.85	44.05
13.71	41.72
13.61	43.38
12.06	43.85
12.16	43.86
10.31	44.76
14.81	41.22
13.35	46.41
11.07	43.96
11.99	36.79
14.03	40.76
13.4	42.02
14.53	41.36
16.06	40.52
11.99	36.81
11.97	36.81
15.81	40.65
10.86	44.13
8.35	44.32
14.36	37.22
11.12	44.76
12.95	41.85
12.71	41.76
10.31	44.58
10.47	44.57
10.39	44.52
10.52	44.61
10.33	44.4
10.23	44.45
10.2	44.53
10.7	44.52
14.06	37.65
13.98	41.3
11.05	42.95
13.34	42.28
13.33	42.34
13.47	42.27
13.45	42.19
13.26	42.44
13.24	42.38
13.41	42.4
13.5	42.37
13.19	42.44
13.19	42.51
13.28	42.54
13.39	42.26
13.58	42.18
13.57	42.35
13.25	42.28
13.53	42.23
13.53	42.55
13.13	42.52
13.14	42.63
13.05	42.44
13.03	42.58
13.47	42.17
13.28	42.62
13.36	42.46
13.68	42.3
13.55	42.4
13.2	42.56
13.09	42.53
13.23	42.7
13.29	42.57
13.21	42.51
12.7	41.81
14.15	41.7
12.52	41.83
14.93	42.24
11.07	45.65
12.45	43.93
12.45	43.94
11.51	43.84
14.02	41.62
14.71	41.4
11.91	42.85
12.41	43.66
16.35	39.88
10.52	45.62
12.59	41.78
11.61	45.64
13.4	43.1
8.91	44.87
10.69	43.26
10.92	45.05
16.08	40.2
13.1	37.52
13.75	37.94
18.47	40.07
13.81	41.71
12.95	43.15
11.36	44.05
16.63	38.98
9.46	40.44
13.23	43.71
11.3	45.01
16.69	39.04
12.22	46.75
11.85	43.9
10.31	45.56
14.38	41.39
15.31	40.56
15.74	41.75
15.37	41.14
15.71	38.26
15.87	40.18
15.63	40.39
13.34	42.63
14.72	41.4
15.21	40.93
12.94	43.26
16.05	38.07
13.53	38.09
14.34	40.58
16.34	39.29
12.51	42.24
12.78	43.44
13.18	43.23
12.13	43.57
15.07	37.16
12.71	46.26
15.21	38.77
13.3	42.33
13.31	42.4
13.42	42.36
13.34	42.36
13.46	42.31
13.38	42.31
13.25	42.47
13.38	42.34
13.34	42.36
13.78	42.23
13.57	41.78
13.54	41.7
13.72	41.62
13.78	41.87
13.6	41.8
13.6	43.06
13.41	43.22
12.01	43.95
12.14	43.9
12.1	43.74
16.12	39.99
16.08	39.72
16.06	39.94
15.85	39.82
16.07	39.84
16.02	39.95
15.98	39.94
15.88	39.85
11.25	44.85
11.18	44.88
11.35	44.77
11.32	44.92
11.23	44.78
11.18	44.95
11.2	44.88
10.97	44.79
11.72	44.87
11.6	44.72
11.46	44.99
11.03	44.93
10.9	44.89
11.57	44.79
11.54	44.9
11.35	44.83
11.28	44.69
10.93	44.76
10.85	44.97
10.81	44.84
10.93	44.94
10.91	44.83
10.07	44.11
10.21	44.17
14.42	41.36
14.5	41.26
14.54	41.47
13.25	42.66
13.22	42.7
13.32	42.68
12.86	42.53
13.04	42.75
13.13	42.72
13.21	42.76
12.87	42.8
13.02	42.89
12.93	42.71
13.12	42.67
13.0	43.06
13.09	43.11
12.85	42.86
13.04	42.4
13.43	42.86
13.2	42.83
13.45	42.7
13.3	42.76
13.19	42.86
13.49	42.58
13.3	42.44
13.23	43.01
13.28	42.63
11.14	43.59
12.44	43.38
12.41	43.37
12.41	43.4
16.34	39.66
11.67	45.36
13.6	42.62
12.0	42.06
13.31	43.31
11.16	45.52
15.51	42.12
10.9	43.11
14.55	41.77
13.91	42.81
13.18	38.71
14.23	41.42
8.77	45.87
8.77	45.87
14.41	40.82
14.44	40.82
14.43	40.83
13.84	42.39
14.43	40.82
12.38	45.42
13.42	40.79
11.43	44.19
14.63	41.18
12.77	41.75
10.66	45.31
11.54	43.96
10.5	45.64
14.63	41.18
14.42	40.81
15.62	40.95
14.42	40.84
13.62	41.87
10.98	44.35
10.73	45.64
10.12	45.76
11.49	45.45
